Date,Symbol,Name_of_Company,VGM_Ratings,Value,Growth,Momentum,Low_Risk,Sector,Industry,Open,High,Low,Close,Prev_Close,Change,Change%,Volume,Avg_Vol_20D,52_Week_High,52_Week_Low,1W_Return,1M_Return,3M_Return,6M_Return,YTD_Performance,1Y_Return,Marketcap,PB_Ratio,PS_Ratio,PE_Ratio,Dividend_Yield,Price-to-Free-Cash-Flow_Ratio,FCF_Yield,EV-to-EBITDA,Revenue_Growth,EPS_Growth,Operating_Income_Growth,FCF_Growth,Asset_Growth,ROE,ROCE,Short_Term_Momentum,Medium_Term_Momentum,Long_Term_Momentum,Short_Term_Industry_Momentum,Medium_Term_Industry_Momentum,Long_Term_Industry_Momentum
2024-10-21,GM,General Motors Co,9,10,6,6,6,Consumer Cyclical,Auto - Manufacturers,49.26,49.6,48.63,48.93,49.18,-0.25,-0.51,11434600,12364920.0,50.5,26.3,2.21,9.17,2.69,29.48,35.73,47.91,55595840000.0,3.5,3.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,2.5,3.5,3.5,3.0,2.0,2.5,4.0,5.0,2.5,4.5
2024-10-21,MTCH,Match Group Inc,9,10,6,5,7,Communication Services,Internet Content & Information,38.36,38.59,37.62,37.85,38.43,-0.58,-1.51,2629000,3600425.0,42.42,27.66,0.34,4.38,19.76,6.74,3.95,16.97,10012714390.0,0.0,3.0,3.0,2.5,3.0,3.0,2.5,2.0,3.0,2.5,0.0,0.0,0.0,3.5,3.5,3.0,2.0,3.5,4.0,1.5
2024-10-21,CASH,Pathward Financial Inc,9,3,10,9,9,Financial Services,Banks - Regional,74.08,74.08,72.74,72.81,74.08,-1.27,-1.71,145300,157535.0,75.2,41.79,-1.57,10.25,36.78,47.84,38.58,66.42,1816324448.0,1.5,3.0,3.0,1.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,5.0,4.0,4.5,4.5,3.5
2024-10-21,EQBK,Equity Bancshares Inc,9,6,8,9,8,Financial Services,Banks - Regional,43.16,43.2,42.34,42.34,43.82,-1.48,-3.38,35800,34440.0,45.6,22.78,2.2,7.19,26.58,31.12,25.38,102.58,647431817.0,2.5,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,2.5,3.0,3.0,3.5,3.0,3.5,4.5,5.0,3.5,3.5,5.0
2024-10-21,CNK,Cinemark Holdings Inc,9,4,7,10,8,Communication Services,Entertainment,28.76,29.37,28.45,28.56,28.77,-0.21,-0.73,2580700,2281315.0,29.87,13.19,-3.77,0.04,60.18,104.88,104.58,67.51,3424344000.0,2.5,3.0,2.5,2.5,3.0,3.5,2.5,2.5,2.5,3.5,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0
2024-10-21,HII,Huntington Ingalls Industries Inc,9,9,9,3,6,Industrials,Aerospace & Defense,262.82,263.46,259.77,261.24,261.53,-0.29,-0.11,185700,271630.0,299.5,212.58,0.71,0.14,8.73,-1.76,0.43,31.71,10324905000.0,2.5,3.5,3.0,4.0,0.0,0.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.5,2.0,1.0,2.0
2024-10-21,FRBA,First Bank,9,9,5,7,7,Financial Services,Banks - Regional,15.25,15.49,14.84,14.87,15.39,-0.52,-3.38,24400,25830.0,15.87,10.51,-0.8,-0.07,26.66,12.57,1.36,57.35,373671189.0,3.0,3.0,3.0,2.0,3.0,4.0,0.0,2.5,0.0,0.0,3.0,2.5,3.0,3.0,3.0,4.0,3.5,3.0,2.0,2.0
2024-10-21,IP,International Paper Co,9,7,7,8,7,Consumer Cyclical,Packaging & Containers,46.6,46.96,46.38,46.93,46.78,0.15,0.32,4642200,4003355.0,50.68,31.77,-2.61,-0.28,3.48,42.34,28.43,47.16,16309208000.0,2.5,3.0,3.0,3.0,2.5,2.5,3.0,2.0,2.5,3.5,2.5,2.5,3.0,2.0,3.0,4.5,3.5,2.0,5.0,4.0
2024-10-21,TRV,The Travelers Companies Inc,9,7,9,8,6,Financial Services,Insurance - Property & Casualty,266.7,266.89,258.53,259.7,265.45,-5.75,-2.17,1307900,1118065.0,269.56,157.33,9.77,8.73,25.42,21.88,35.67,41.79,59067150000.0,2.5,3.0,3.0,2.5,3.0,3.0,2.5,3.0,4.0,3.5,3.5,4.0,3.0,2.5,4.5,2.5,4.5,3.5,2.5,4.5
2024-10-21,GOOGL,Alphabet Inc,9,6,10,4,6,Communication Services,Internet Content & Information,162.95,164.5,162.62,164.07,163.42,0.65,0.4,20923700,20413235.0,191.75,120.21,0.51,10.37,-6.33,14.19,18.75,46.82,2024992580000.0,2.5,3.0,3.0,3.0,2.5,2.5,2.5,2.5,3.0,2.5,0.0,3.0,3.5,4.0,1.5,2.5,2.5,1.5,3.0,3.0
2024-10-21,AKAM,Akamai Technologies Inc,9,9,7,4,6,Technology,Software - Infrastructure,106.5,106.76,105.4,106.15,106.67,-0.52,-0.49,1392000,1261275.0,129.17,87.59,1.85,12.07,20.15,-14.81,-9.18,24.09,16162929750.0,3.0,3.0,3.0,2.5,3.0,3.0,2.5,0.0,0.0,0.0,2.5,3.0,2.5,3.0,3.5,2.0,1.0,3.5,2.5,1.5
2024-10-21,HBAN,Huntington Bancshares Inc,9,7,9,8,8,Financial Services,Banks - Regional,15.36,15.6,15.2,15.27,15.36,-0.09,-0.59,15112200,13017625.0,16.04,9.25,-0.78,6.86,23.74,23.15,18.74,59.39,22187310000.0,2.5,3.0,3.0,3.5,3.0,2.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.5,3.5,4.5,4.0,1.5,4.0
2024-10-21,URI,United Rentals Inc,9,4,10,9,6,Industrials,Rental & Leasing Services,839.48,842.23,828.33,832.53,839.27,-6.74,-0.8,323200,427645.0,861.74,387.01,1.65,18.25,32.6,28.96,46.8,147.74,55415694390.0,3.0,2.0,2.5,2.5,0.0,0.0,3.0,2.5,2.5,2.5,0.0,3.0,3.0,4.0,4.0,3.5,5.0,4.0,4.0,4.5
2024-10-21,MSCI,MSCI Inc,9,3,10,8,5,Financial Services,Financial - Data & Stock Exchanges,602.75,607.71,598.81,603.81,608.02,-4.21,-0.69,344000,363100.0,617.39,439.95,-0.29,7.37,24.68,3.5,8.64,26.83,47752313849.0,0.0,1.5,2.5,2.5,2.5,2.5,3.0,3.5,3.0,3.0,3.0,0.0,0.0,4.5,5.0,3.5,2.5,4.5,2.0,2.0
2024-10-21,ZBH,Zimmer Biomet Holdings Inc,9,9,7,2,8,Healthcare,Medical - Devices,105.96,106.04,104.52,105.2,106.31,-1.11,-1.04,936400,1291360.0,133.9,101.47,1.64,0.04,-1.65,-16.08,-13.34,-23.45,21639640000.0,3.0,3.0,3.0,4.0,3.0,3.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.5,1.5,0.5,1.5,2.0,1.0,2.0
2024-10-21,SEE,Sealed Air Corp,9,9,9,4,7,Consumer Cyclical,Packaging & Containers,36.87,37.07,36.3,36.38,37.12,-0.74,-1.99,915200,1212595.0,41.14,28.5,3.59,10.14,-4.41,4.66,-1.22,-13.83,5302023000.0,2.5,3.0,3.0,2.5,3.0,3.0,3.0,2.0,2.5,2.0,2.5,3.0,5.0,3.5,1.5,2.5,2.5,1.0,3.0,2.0
2024-10-21,HBNC,Horizon Bancorp (IN),9,9,7,7,6,Financial Services,Banks - Regional,15.73,16.01,14.86,14.96,15.68,-0.72,-4.59,166400,145160.0,16.64,9.22,-1.77,-3.98,27.21,18.26,3.6,88.18,653932402.0,3.0,3.0,3.0,3.5,2.5,3.0,0.0,2.5,3.0,2.5,3.0,2.5,3.0,3.0,3.0,4.0,4.0,2.5,2.5,3.0
2024-10-21,BFST,Business First Bancshares Inc,9,9,8,7,6,Financial Services,Banks - Regional,26.07,26.08,25.12,25.17,26.07,-0.9,-3.45,50400,58620.0,26.93,17.9,-0.2,1.45,25.1,15.72,2.69,80.04,635932509.0,3.0,3.0,3.0,3.0,2.5,3.0,0.0,3.0,3.0,2.5,3.0,2.5,3.0,3.0,3.0,4.0,3.5,3.0,2.0,2.0
2024-10-21,RDNT,RadNet Inc,9,8,5,10,7,Healthcare,Medical - Diagnostics & Research,68.04,68.64,66.86,66.97,68.16,-1.19,-1.75,333300,489855.0,72.18,25.11,-2.35,10.99,13.99,80.27,93.78,136.98,4913207778.0,2.5,3.5,0.0,2.5,3.0,3.0,2.5,3.0,0.0,3.5,3.5,4.0,0.0,3.0,4.0,4.5,5.0,4.0,5.0,5.0
2024-10-21,UTHR,United Therapeutics Corp,9,1,10,10,7,Healthcare,Biotechnology,366.99,372.72,362.32,370.6,368.43,2.17,0.59,312500,293190.0,377.03,208.62,3.46,8.22,28.86,74.19,63.01,74.61,16454640000.0,2.5,3.0,2.5,2.5,2.5,3.5,2.5,2.5,0.0,0.0,0.0,3.0,3.0,3.5,4.0,5.0,4.5,4.0,5.0,4.5
2024-10-21,CBL,CBL & Associates Properties Inc,9,10,3,6,10,Real Estate,REIT - Retail,27.32,27.32,26.66,26.81,27.22,-0.41,-1.51,151100,236510.0,27.56,19.9,2.88,4.36,22.36,15.36,7.63,17.85,835443000.0,3.0,4.5,3.0,4.0,3.5,5.0,5.0,2.5,5.0,2.5,2.5,0.0,2.5,3.0,2.5,3.5,3.0,1.0,2.0,1.5
2024-10-21,MTG,MGIC Investment Corp,9,3,8,9,9,Financial Services,Insurance - Specialty,25.96,26.02,25.35,25.37,25.99,-0.62,-2.39,1328200,1201650.0,26.53,16.32,-1.17,1.2,21.04,31.86,31.25,73.06,6731041550.0,3.0,1.5,2.5,2.5,2.5,3.0,0.0,3.0,3.0,2.5,0.0,0.0,3.0,3.0,4.0,5.0,4.5,3.5,4.0,5.0
2024-10-21,MSGS,Madison Square Garden Sports Corp,9,2,10,8,10,Communication Services,Entertainment,218.43,219.05,217.05,217.11,218.43,-1.32,-0.6,61700,77345.0,221.5,164.79,0.38,7.51,18.74,19.41,20.06,11.95,5216672700.0,0.0,1.0,2.5,2.5,3.0,3.0,2.5,0.0,0.0,0.0,5.0,3.0,0.0,4.0,4.5,4.0,3.0,4.0,5.0,3.5
2024-10-21,CRUS,Cirrus Logic Inc,9,7,6,8,6,Technology,Semiconductors,124.36,125.52,123.26,125.28,124.83,0.45,0.36,484700,571185.0,147.46,65.02,4.65,-4.32,1.0,59.17,53.38,58.72,6695154900.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0,2.5,0.0,0.0,0.0,3.0,2.5,3.0,1.0,4.5,4.5,3.0,5.0,5.0
2024-10-21,NI,NiSource Inc,9,6,6,10,10,Utilities,Regulated Gas,35.1,35.19,34.85,34.93,35.14,-0.21,-0.6,2194600,2452405.0,35.19,24.58,2.95,4.24,23.47,38.34,29.32,20.91,15666105000.0,3.0,2.5,2.5,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.5,2.5,4.5,5.0,4.0,4.5,4.5,5.0
2024-10-21,TRDA,Entrada Therapeutics Inc,9,8,10,5,2,Healthcare,Biotechnology,17.35,17.49,16.8,17.32,17.44,-0.12,-0.69,80600,142245.0,18.17,10.75,3.22,17.66,5.29,20.95,14.17,45.18,593032525.0,2.5,3.0,2.5,2.5,3.0,0.0,3.0,2.5,3.0,3.5,0.0,3.0,3.0,3.5,2.5,3.0,2.0,3.0,3.5,2.5
2024-10-21,REYN,Reynolds Consumer Products Inc,9,4,9,7,10,Consumer Cyclical,Packaging & Containers,30.3,30.34,29.93,29.95,30.22,-0.27,-0.89,321800,582675.0,32.65,24.85,-0.3,-6.76,6.66,7.93,10.35,3.88,6292495000.0,2.5,1.5,3.0,3.0,2.5,2.5,3.0,4.0,2.5,3.0,0.0,2.5,3.0,3.0,4.5,2.5,3.0,4.5,4.0,3.0
2024-10-21,ADC,Agree Realty Corp,9,5,5,10,10,Real Estate,REIT - Retail,75.49,75.8,74.73,74.98,75.58,-0.6,-0.79,1192300,799085.0,77.3,52.69,2.03,-1.9,23.08,29.86,18.06,11.25,7524238726.0,3.0,1.0,3.0,3.0,3.0,2.5,2.0,3.0,2.5,2.5,0.0,3.0,2.5,2.5,5.0,5.0,4.5,4.5,5.0,5.0
2024-10-21,WEX,WEX Inc,9,8,7,5,7,Technology,Software - Infrastructure,216.03,217.47,212.52,212.93,216.62,-3.69,-1.7,386900,377740.0,244.04,161.95,-0.33,10.25,23.19,7.11,8.99,22.28,8879181000.0,3.0,3.0,3.0,2.5,0.0,0.0,2.5,3.0,2.5,2.5,3.0,0.0,2.5,3.0,4.5,1.0,2.0,4.5,1.5,2.5
2024-10-21,DJCO,Daily Journal Corp,9,6,9,9,5,Technology,Software - Application,493.26,495.0,485.57,485.57,492.42,-6.85,-1.39,13900,10995.0,512.49,286.05,3.7,3.05,30.97,54.26,40.14,78.32,668642514.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,2.5,3.5,4.5,4.0,3.5,5.0,4.5
2024-10-21,ALK,Alaska Air Group Inc,9,7,8,7,6,Industrials,"Airlines, Airports & Air Services",45.02,46.25,45.02,46.04,44.94,1.1,2.45,3370400,2526320.0,46.87,30.75,3.16,15.68,12.27,30.5,20.08,6.8,5819082220.0,2.5,3.0,3.0,2.5,2.5,3.0,3.0,4.5,3.0,3.5,0.0,3.5,3.5,3.5,4.0,2.5,3.5,4.0,3.5,4.0
2024-10-21,WTW,Willis Towers Watson PLC,9,5,6,8,10,Financial Services,Insurance - Brokers,289.84,291.05,288.13,290.5,290.03,0.47,0.16,382400,547305.0,303.42,203.36,0.16,-0.39,13.54,15.99,21.07,27.37,29921500000.0,3.0,3.0,2.0,2.5,3.0,3.0,2.5,0.0,0.0,0.0,4.5,0.0,3.0,3.0,4.0,3.5,4.0,3.5,1.0,3.5
2024-10-21,CENT,Central Garden & Pet Co,9,9,9,2,9,Consumer Defensive,Packaged Foods,35.06,35.06,33.73,33.81,35.06,-1.25,-3.57,100300,114885.0,47.48,30.1,-0.94,-9.09,-13.95,-6.87,-14.74,16.16,2227046966.0,3.0,3.5,2.5,2.0,3.0,5.0,3.0,4.0,3.0,2.5,4.0,3.0,3.0,3.0,0.5,1.0,1.5,0.5,1.0,1.5
2024-10-21,CMRE,Costamare Inc,9,10,9,5,6,Industrials,Marine Shipping,14.34,14.34,13.97,14.06,14.38,-0.32,-2.23,300100,357620.0,17.58,8.54,-4.03,9.42,-8.82,36.77,31.65,68.38,1676814016.0,3.5,4.0,3.5,2.5,3.0,3.0,3.0,2.5,0.0,3.0,0.0,2.5,3.0,3.0,1.0,3.5,3.5,3.5,4.5,4.0
2024-10-21,R,Ryder System Inc,9,9,4,9,8,Industrials,Rental & Leasing Services,149.59,149.59,146.52,146.81,149.08,-2.27,-1.52,213300,242280.0,154.76,91.31,-2.59,11.25,22.15,27.42,30.2,79.98,6407034279.0,3.0,3.5,3.0,3.0,0.0,0.0,3.5,2.5,2.5,2.5,3.0,0.0,3.0,2.5,4.0,4.5,4.0,3.5,4.5,4.0
2024-10-21,FICO,Fair Isaac Corp,9,3,8,10,5,Technology,Software - Application,1964.62,1998.29,1961.0,1994.45,1973.46,20.99,1.06,185900,135000.0,2103.7,811.99,-1.8,10.97,44.63,58.78,76.32,163.15,49145356300.0,0.0,2.5,2.5,2.5,2.5,3.0,3.0,2.5,0.0,0.0,2.5,2.5,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
2024-10-21,LAMR,Lamar Advertising Co,9,4,7,10,9,Real Estate,REIT - Specialty,136.08,136.99,135.41,136.1,136.15,-0.05,-0.04,223000,326955.0,139.88,79.94,1.76,10.61,17.31,32.81,27.73,42.69,13916037318.0,2.5,2.5,3.0,2.5,2.5,2.5,2.5,3.5,2.5,3.0,3.0,3.5,3.5,3.5,4.5,4.0,5.0,4.5,3.5,4.5
2024-10-21,WLK,Westlake Corp,9,9,10,3,7,Basic Materials,Chemicals - Specialty,139.21,139.24,135.92,136.5,139.34,-2.84,-2.04,341200,398270.0,162.64,112.77,-5.34,0.83,-10.91,-1.24,-3.02,18.35,17550724327.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,1.5,1.5,2.5,2.0,2.5,2.5
2024-10-21,PAYO,Payoneer Global Inc,9,9,7,9,2,Technology,Software - Infrastructure,8.4,8.46,8.34,8.37,8.35,0.02,0.24,1642400,2171140.0,8.46,4.22,6.08,17.56,51.36,73.65,66.4,76.96,2978798900.0,3.0,3.5,3.0,2.5,3.0,3.0,2.5,3.0,2.5,2.5,2.5,3.0,2.5,3.0,5.0,4.5,2.5,5.0,5.0,3.0
2024-10-21,AEE,Ameren Corp,9,6,6,9,9,Utilities,Regulated Electric,88.98,89.08,87.94,88.23,88.84,-0.61,-0.69,1208500,1386760.0,89.08,67.03,2.06,3.91,26.04,29.81,19.23,-1.75,23530941000.0,3.0,2.5,3.0,2.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.5,5.0,4.5,2.5,4.5,3.5,1.5
2024-10-21,LRN,Stride Inc,9,8,9,6,7,Consumer Defensive,Education & Training Services,64.69,65.31,63.52,64.62,64.52,0.1,0.16,1533000,1361420.0,88.02,43.77,-9.94,-17.24,-4.83,8.9,6.85,55.6,2762771734.0,2.5,3.0,2.5,2.5,3.0,4.0,3.0,2.5,0.0,0.0,4.0,3.0,3.0,3.5,2.5,3.0,3.5,3.5,3.0,3.5
2024-10-21,BWA,BorgWarner Inc,9,10,8,4,7,Consumer Cyclical,Auto - Parts,35.22,35.27,34.33,34.34,35.2,-0.86,-2.44,1043400,1849005.0,39.1,29.51,-2.03,8.81,1.87,2.57,-4.45,-11.96,7766535000.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,2.5,2.5,2.5,2.5,0.0,3.0,3.0,3.0,2.5,1.0,4.0,4.0,3.0
2024-10-21,HOG,Harley-Davidson Inc,9,9,10,3,4,Consumer Cyclical,Auto - Recreational Vehicles,36.12,36.34,35.45,35.49,36.23,-0.74,-2.04,906900,1713355.0,44.16,25.43,2.04,1.78,7.06,4.75,-2.2,3.83,4734791880.0,3.5,3.0,3.0,2.5,3.5,3.5,3.0,0.0,0.0,0.0,3.5,4.0,3.5,3.0,2.0,1.0,2.0,2.0,1.0,4.5
2024-10-21,GRMN,Garmin Ltd,9,6,7,7,8,Technology,"Hardware, Equipment & Parts",166.93,167.8,166.32,166.47,167.58,-1.11,-0.66,463600,697205.0,184.42,99.61,0.35,-7.74,2.8,38.86,31.53,60.33,31984162480.0,3.0,3.0,3.0,4.0,2.5,2.5,3.0,3.0,2.5,2.5,0.0,3.0,3.0,3.5,2.0,3.5,4.5,2.0,3.5,4.5
2024-10-21,BDX,Becton Dickinson & Co,9,6,7,4,10,Healthcare,Medical - Instruments & Supplies,243.34,243.34,239.95,240.52,243.75,-3.23,-1.33,586800,1055535.0,262.23,218.75,1.7,2.05,3.69,2.32,-2.0,-4.19,69628078520.0,3.0,3.0,2.5,4.0,2.5,3.5,2.5,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.5,2.5,1.0,3.0,2.5,2.0
2024-10-21,MCRI,Monarch Casino & Resort Inc,9,3,10,6,9,Consumer Cyclical,"Gambling, Resorts & Casinos",75.61,75.61,73.73,73.83,75.92,-2.09,-2.75,79400,94595.0,80.22,57.62,-2.51,-1.32,9.44,7.22,7.51,9.75,1383471660.0,2.5,2.0,2.5,3.0,3.0,3.5,3.0,3.0,3.0,2.5,5.0,0.0,3.0,3.5,3.5,2.5,3.0,3.5,3.5,4.0
2024-10-21,AMAL,Amalgamated Financial Corp,9,5,6,10,8,Financial Services,Banks - Regional,35.28,35.28,33.97,33.97,35.09,-1.12,-3.19,348300,141500.0,35.3,15.19,3.25,13.23,37.31,34.59,27.95,132.67,1038428490.0,2.5,3.0,3.0,2.0,2.5,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.5,3.0,3.5,5.0,5.0,3.5,5.0,5.0
2024-10-21,JAZZ,Jazz Pharmaceuticals PLC,9,2,10,5,8,Healthcare,Biotechnology,115.0,115.48,112.88,113.12,115.04,-1.92,-1.67,457600,550085.0,137.39,99.06,3.97,5.62,0.37,-7.26,-10.88,-17.15,7116984760.0,2.5,3.0,2.5,2.5,2.5,3.5,2.5,2.5,4.5,3.0,3.0,3.0,3.0,3.0,4.0,2.5,1.0,4.0,3.0,1.0
2024-10-21,RF,Regions Financial Corp,9,7,6,8,9,Financial Services,Banks - Regional,24.05,24.1,23.47,23.63,23.82,-0.19,-0.8,11433300,7481035.0,24.47,13.72,-0.25,5.87,26.03,31.57,21.18,46.86,21668710000.0,2.5,3.0,3.0,3.5,3.0,2.5,3.0,3.0,0.0,2.5,3.0,3.0,3.0,3.0,3.5,4.0,4.0,3.5,2.0,3.0
2024-10-21,VCTR,Victory Capital Holdings Inc,9,4,8,10,6,Financial Services,Asset Management,61.26,61.44,60.42,60.51,61.22,-0.71,-1.16,125500,232885.0,61.68,28.66,3.92,17.82,23.95,75.39,79.34,99.9,3917054279.0,3.0,2.5,3.0,2.5,2.5,2.5,3.0,2.5,3.0,2.5,2.5,3.0,2.5,3.5,4.5,4.5,5.0,4.0,4.0,4.5
2024-10-21,FCF,First Commonwealth Financial Corp,9,7,6,8,8,Financial Services,Banks - Regional,17.33,17.33,16.73,16.74,17.27,-0.53,-3.07,386300,470995.0,19.01,11.16,-1.47,1.09,28.28,26.63,7.58,42.59,1707166091.0,2.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0
2024-10-21,IBM,International Business Machines Corp,9,2,8,10,9,Technology,Information Technology Services,231.21,232.42,230.26,231.75,232.2,-0.45,-0.19,2731200,3480455.0,237.37,135.87,-0.65,12.87,37.03,26.35,43.5,89.93,213359463505.0,2.5,2.5,2.5,4.0,2.5,3.0,2.5,3.5,3.0,3.0,0.0,0.0,3.0,3.0,5.0,5.0,5.0,5.0,4.5,5.0
2024-10-21,IBCP,Independent Bank Corp (Ionia MI),9,6,6,10,7,Financial Services,Banks - Regional,34.32,34.32,32.88,33.02,34.12,-1.1,-3.22,67000,84550.0,35.97,16.9,-0.75,-1.96,36.28,34.56,28.23,111.13,690184040.0,2.5,3.0,3.0,3.0,2.5,2.5,0.0,2.5,3.0,2.5,0.0,2.5,3.5,3.0,3.5,5.0,5.0,3.5,4.5,5.0
2024-10-21,HCA,HCA Healthcare Inc,9,2,10,10,8,Healthcare,Medical - Care Facilities,414.18,415.98,410.57,410.76,415.54,-4.78,-1.15,962000,1103705.0,417.14,215.96,4.11,6.3,20.49,32.24,49.19,47.47,108171165168.0,0.0,2.5,2.5,3.0,2.5,2.5,2.5,2.5,0.0,3.0,0.0,3.0,0.0,4.0,5.0,4.0,5.0,5.0,3.5,4.0
2024-10-21,NEE,NextEra Energy Inc,9,3,10,10,7,Utilities,Regulated Electric,84.76,84.96,83.66,84.03,84.38,-0.35,-0.41,7052700,8932900.0,86.1,50.95,2.65,2.1,14.83,50.13,36.48,9.29,172451050000.0,0.5,0.5,3.0,2.0,2.5,3.5,1.5,3.5,0.0,0.0,3.0,3.5,4.0,3.0,4.5,4.5,4.5,3.5,3.5,4.5
2024-10-21,MIDD,The Middleby Corp,9,9,5,4,9,Industrials,Industrial - Machinery,139.83,139.99,136.93,137.64,139.7,-2.06,-1.47,561500,477695.0,161.01,109.59,3.28,6.15,8.82,-1.57,-5.3,-4.18,7399139300.0,3.0,3.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,3.0,2.5,2.5,3.0,1.5,2.5,3.0,1.5,1.5
2024-10-21,WHD,Cactus Inc,9,4,10,5,5,Energy,Oil & Gas Equipment & Services,60.27,60.37,59.6,59.83,59.51,0.32,0.54,385400,532335.0,64.96,37.58,-4.99,9.52,13.1,46.0,35.36,62.01,3957275800.0,2.0,1.0,3.0,3.0,2.5,2.5,2.5,2.5,3.0,2.5,0.0,3.0,3.0,4.0,2.5,3.0,2.0,5.0,5.0,4.0
2024-10-21,LAUR,Laureate Education Inc,9,5,10,4,7,Consumer Defensive,Education & Training Services,15.79,15.82,15.47,15.49,15.83,-0.34,-2.15,521000,461595.0,17.6,12.45,0.85,5.73,8.4,22.35,17.08,29.08,2386166970.0,2.5,3.0,2.5,2.5,2.5,3.0,3.0,5.0,3.0,5.0,3.0,0.0,3.0,4.0,2.5,2.5,2.0,4.0,2.5,1.0
2024-10-21,USB,U.S. Bancorp,9,8,4,7,9,Financial Services,Banks - Regional,49.03,49.16,47.86,47.92,49.16,-1.24,-2.52,6638100,8401765.0,50.47,30.47,3.59,6.42,22.06,19.5,9.13,62.72,74755200000.0,2.5,3.0,3.0,3.5,3.0,0.0,3.0,0.0,3.0,0.0,3.0,2.5,3.0,0.0,3.0,3.0,4.0,3.0,1.0,3.0
2024-10-21,CCBG,Capital City Bank Group Inc,9,7,8,8,8,Financial Services,Banks - Regional,35.75,35.75,34.29,34.32,35.62,-1.3,-3.65,27200,24720.0,36.67,25.45,-0.98,1.27,27.35,22.97,16.46,17.41,582595710.0,2.5,3.0,3.0,2.5,3.0,3.0,3.0,3.5,3.0,2.5,3.0,0.0,3.0,3.0,4.0,5.0,3.0,4.5,4.0,1.0
2024-10-21,SNV,Synovus Financial Corp,9,8,9,8,6,Financial Services,Banks - Regional,50.99,50.99,48.79,48.87,50.55,-1.68,-3.32,2185300,1554180.0,51.69,24.4,6.68,12.89,32.08,37.62,30.25,82.69,7115217200.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.5,2.5,3.0,0.0,3.0,3.0,3.0,4.0,4.5,2.5,2.0,4.5
2024-10-21,BHLB,Berkshire Hills Bancorp Inc,9,7,9,7,8,Financial Services,Banks - Regional,27.99,27.99,27.17,27.27,28.04,-0.77,-2.75,198000,206845.0,28.51,18.31,0.41,4.76,28.27,20.66,9.87,42.55,1157681360.0,2.5,3.0,3.0,4.0,2.5,3.0,0.0,4.0,3.0,2.5,3.0,2.5,3.0,3.0,3.0,4.5,3.5,2.5,3.5,2.0
2024-10-21,AMT,American Tower Corp,9,4,9,8,9,Real Estate,REIT - Specialty,225.09,228.0,220.28,221.47,226.3,-4.83,-2.13,1295700,1860820.0,243.56,157.25,1.0,-8.8,12.55,16.89,1.22,12.79,103434905860.0,2.0,2.0,3.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,4.5,3.0,4.0,4.5,4.0,2.0,5.0,4.0
2024-10-21,BKNG,Booking Holdings Inc,9,2,10,8,5,Consumer Cyclical,Travel Services,4323.23,4376.11,4323.23,4363.72,4350.82,12.9,0.3,132300,166030.0,4394.95,2733.04,1.84,13.79,13.16,20.38,25.37,64.92,147663921080.0,0.0,1.5,2.0,3.0,2.5,3.0,2.5,4.0,2.5,2.5,0.0,3.0,0.0,5.0,3.5,3.5,4.0,3.5,4.5,4.5
2024-10-21,COO,The Cooper Companies Inc,9,2,8,9,10,Healthcare,Medical - Instruments & Supplies,107.95,108.38,106.6,106.72,108.26,-1.54,-1.42,765000,929715.0,112.38,75.93,-0.02,-1.5,13.29,14.95,14.42,9.2,21245961000.0,3.0,2.5,2.5,2.5,2.5,3.0,2.5,3.0,3.0,2.5,3.0,3.0,3.0,3.0,5.0,3.5,3.5,5.0,4.0,3.5
2024-10-21,CBNK,Capital Bancorp Inc,9,6,9,8,8,Financial Services,Banks - Regional,25.13,25.25,24.39,24.4,25.18,-0.78,-3.1,27500,30200.0,26.2,15.0,-1.93,-1.89,23.67,16.47,-2.24,51.65,339729278.0,2.5,3.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,4.0,4.5,3.5,4.0,4.0,2.0
