Date,Symbol,Name_of_Company,VGM_Ratings,Value,Growth,Momentum,Low_Risk,Sector,Industry,Open,High,Low,Close,Prev_Close,Change,Change%,Volume,Avg_Vol_20D,52_Week_High,52_Week_Low,1W_Return,1M_Return,3M_Return,6M_Return,YTD_Performance,1Y_Return,Marketcap,PB_Ratio,PS_Ratio,PE_Ratio,Dividend_Yield,Price_to_Free_Cash_Flow_Ratio,FCF_Yield,EV_to_EBITDA,Revenue_Growth,EPS_Growth,Operating_Income_Growth,FCF_Growth,Asset_Growth,ROE,ROCE,Short_Term_Momentum,Medium_Term_Momentum,Long_Term_Momentum,Short_Term_Industry_Momentum,Medium_Term_Industry_Momentum,Long_Term_Industry_Momentum
2024-12-30,IP,International Paper Company,9,5,7,9,8,Consumer Cyclical,Packaging & Containers,54.08,54.17,53.46,53.65,54.49,-0.84,-1.54,2262448,3025468.0,60.36,32.7,-0.35,-6.83,11.86,45.91,46.83,69.72,18715116262.0,2.0,3.0,4.0,2.5,1.0,1.0,2.5,3.5,3.5,1.5,1.0,2.5,4.5,4.0,4.0,4.0,4.5,5.0,4.0,5.0
2024-12-30,CIFR,Cipher Mining Inc.,9,10,10,5,1,Financial Services,Financial - Capital Markets,4.69,4.82,4.51,4.66,4.86,-0.2,-4.12,9995154,10750834.0,7.99,2.15,-18.82,-29.71,22.96,27.67,12.83,4.25,1550288972.0,1.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5,5.0,1.0,5.0,5.0,3.5,2.0,2.5,2.5,1.0,1.0
2024-12-30,ATRC,"AtriCure, Inc.",9,9,9,6,4,Healthcare,Medical - Instruments & Supplies,30.34,30.67,29.8,30.25,30.65,-0.4,-1.31,305300,376851.0,39.05,18.94,0.67,-13.65,24.23,32.1,-14.35,-44.3,1424926250.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,3.5,3.5,2.5,1.0,3.0,5.0,5.0,3.5,4.0,1.5,4.0,3.5,2.0
2024-12-30,GMED,"Globus Medical, Inc.",9,4,8,9,8,Healthcare,Medical - Devices,82.89,83.44,82.29,82.67,83.56,-0.89,-1.07,480584,866766.0,87.22,49.33,0.89,1.94,18.64,59.53,55.51,33.86,11211292050.0,2.0,3.0,3.0,5.0,1.0,1.0,2.5,3.5,1.0,1.5,0.5,3.5,4.5,4.0,4.5,4.0,4.5,4.5,4.0,5.0
2024-12-30,BIRK,Birkenstock Holding plc,9,8,10,7,4,Consumer Cyclical,Apparel - Footwear & Accessories,57.96,58.5,57.43,57.69,59.12,-1.43,-2.42,1040028,1696120.0,64.78,41.0,0.17,26.57,-7.28,36.84,21.76,-,10835866663.0,2.0,4.5,4.5,5.0,4.5,3.0,4.0,5.0,5.0,0.5,2.5,1.0,4.5,4.5,4.5,2.5,3.5,4.0,4.0,4.0
2024-12-30,RYAN,"Ryan Specialty Holdings, Inc.",9,9,7,8,9,Financial Services,Insurance - Specialty,63.57,63.91,63.0,63.72,63.99,-0.27,-0.42,381651,873586.0,75.97,41.65,0.9,-10.18,-1.53,28.68,48.74,38.19,7768484461.0,4.5,3.5,4.5,5.0,4.0,4.0,3.5,5.0,4.0,2.0,4.0,1.0,3.5,3.0,2.0,3.0,5.0,2.5,2.0,5.0
2024-12-30,MIRM,"Mirum Pharmaceuticals, Inc.",9,10,7,7,4,Healthcare,Biotechnology,41.18,41.97,40.93,41.18,41.56,-0.38,-0.91,249958,387489.0,48.89,23.14,0.12,-7.46,0.49,72.23,37.18,53.26,1967688250.0,4.0,2.0,5.0,5.0,3.5,3.5,5.0,2.5,1.0,5.0,0.5,3.5,5.0,5.0,3.5,3.0,4.0,4.0,4.0,4.0
2024-12-30,INSM,Insmed Incorporated,9,10,8,6,6,Healthcare,Biotechnology,68.99,69.6,67.55,68.87,69.61,-0.74,-1.06,1017166,1804949.0,80.53,21.92,-0.78,3.89,-12.83,156.79,130.03,223.49,11964165270.0,4.5,3.5,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.5,4.0,4.5,5.0,5.0,2.5,2.0,4.0,3.5,3.0,4.5
2024-12-27,NR,"Newpark Resources, Inc.",9,10,10,5,6,Energy,Oil & Gas Equipment & Services,7.43,7.51,7.22,7.35,7.42,-0.07,-0.94,285181,667285.0,8.65,5.61,1.38,3.23,-6.25,-0.94,12.39,37.9,629299650.0,2.5,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,1.0,5.0,0.5,5.0,4.5,3.5,1.5,3.0,4.0,2.0,3.0
2024-12-30,LFST,"LifeStance Health Group, Inc.",9,9,8,7,2,Healthcare,Medical - Care Facilities,7.41,7.47,7.25,7.4,7.49,-0.09,-1.2,936672,1321707.0,9.2,4.64,4.96,3.64,22.92,26.5,-6.33,-18.5,2802476200.0,1.5,5.0,5.0,5.0,4.0,4.0,4.5,3.5,1.5,4.5,4.0,1.5,5.0,4.5,3.5,4.0,2.0,4.5,5.0,2.5
2024-12-30,TVTX,"Travere Therapeutics, Inc.",9,10,1,10,3,Healthcare,Biotechnology,17.15,17.55,16.9,17.32,17.28,0.04,0.23,657300,1245684.0,20.33,5.12,-0.46,-2.26,102.1,174.05,81.17,10.81,1347138844.0,5.0,1.5,5.0,5.0,5.0,5.0,5.0,2.5,1.5,4.0,1.0,1.5,0.5,5.0,4.0,5.0,4.5,4.5,5.0,4.5
2024-12-30,GTES,Gates Industrial Corporation plc,9,2,9,10,7,Industrials,Industrial - Machinery,20.54,20.65,20.25,20.4,20.67,-0.27,-1.31,1166354,2432664.0,23.34,12.41,0.84,-1.83,16.37,17.92,52.69,51.56,5281347778.0,0.5,1.0,2.0,5.0,1.0,1.0,1.0,4.5,5.0,1.5,2.5,2.0,4.5,4.0,4.5,4.5,5.0,5.0,4.5,4.5
2024-12-30,EXTR,"Extreme Networks, Inc.",9,9,8,7,3,Technology,Communication Equipment,16.81,17.01,16.63,16.8,17.09,-0.29,-1.7,745948,892231.0,19.24,10.5,-5.19,7.62,12.9,50.94,-5.67,-38.89,2203756800.0,4.5,2.5,5.0,5.0,4.0,4.0,4.5,2.5,1.5,4.5,3.0,3.0,5.0,5.0,4.0,4.0,2.0,3.5,2.5,0.5
2024-12-30,DAY,Dayforce Inc,9,6,7,9,5,Technology,Software - Application,72.81,73.17,71.44,72.49,73.72,-1.23,-1.67,613171,1288144.0,82.69,47.08,-2.04,-2.78,31.58,21.48,9.8,4.6,11460669000.0,2.0,3.0,4.5,5.0,2.5,2.5,2.5,2.0,0.5,1.5,3.5,0.5,4.5,4.5,4.5,5.0,3.0,3.5,4.5,2.5
2024-12-30,AKBA,"Akebia Therapeutics, Inc.",9,10,3,9,2,Healthcare,Biotechnology,1.9,1.94,1.85,1.85,1.95,-0.1,-5.13,1983711,2106820.0,2.48,0.8,3.35,3.35,25.85,33.09,45.67,50.41,389144649.0,5.0,1.5,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1.0,1.5,2.0,1.0,5.0,4.5,4.5,3.5,5.0,5.0,4.0
2024-12-30,HWM,Howmet Aerospace Inc.,9,8,1,10,8,Industrials,Industrial - Machinery,109.33,110.76,108.16,110.28,111.23,-0.95,-0.85,1180317,2214603.0,120.71,52.56,0.85,-1.54,14.22,73.7,105.25,118.85,44994240000.0,4.5,5.0,3.0,5.0,4.5,4.5,4.5,3.5,1.5,3.5,5.0,0.5,0.5,1.5,4.0,5.0,5.0,4.5,5.0,5.0
2024-12-30,MTN,"Vail Resorts, Inc.",9,10,8,6,6,Consumer Cyclical,"Gambling, Resorts & Casinos",188.07,191.27,186.68,189.81,190.46,-0.65,-0.34,551629,643198.0,236.92,165.0,4.45,7.68,8.15,-16.2,-10.02,-20.52,7112750130.0,4.5,5.0,5.0,3.0,2.0,2.0,5.0,3.0,3.0,3.5,1.0,1.0,5.0,5.0,4.0,3.0,1.5,4.5,3.5,1.5
2024-12-30,CHEF,"The Chefs' Warehouse, Inc.",9,8,4,9,7,Consumer Defensive,Food Distribution,48.3,49.1,48.1,49.0,48.68,0.32,0.66,207098,449081.0,49.78,27.64,1.16,19.54,22.81,49.16,66.05,32.04,1855315420.0,4.0,3.5,4.5,5.0,4.5,4.5,3.5,3.5,1.5,2.5,1.5,2.5,2.5,3.0,4.5,4.0,5.0,4.5,2.5,4.5
2024-12-30,TRDA,"Entrada Therapeutics, Inc.",9,8,10,6,3,Healthcare,Biotechnology,17.38,17.74,16.81,17.37,17.41,-0.04,-0.23,104991,120979.0,21.79,11.35,0.52,-2.69,7.82,34.76,14.5,-1.14,705736186.0,1.0,2.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5,5.0,2.5,5.0,5.0,3.5,3.0,2.5,4.0,4.0,3.0
2024-12-30,ENVX,Enovix Corporation,9,10,10,4,1,Industrials,Electrical Equipment & Parts,10.99,11.14,10.41,11.0,11.28,-0.28,-2.48,4461661,6131432.0,18.68,5.7,36.99,29.72,7.53,64.18,-9.98,-47.79,1896390892.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2.0,4.0,1.0,5.0,5.0,3.5,1.5,2.0,3.0,1.5,2.5
2024-12-30,UVE,"Universal Insurance Holdings, Inc.",9,9,10,6,4,Financial Services,Insurance - Property & Casualty,20.21,20.68,20.14,20.56,20.62,-0.06,-0.29,178358,149764.0,23.39,15.78,-0.15,-8.5,0.19,7.59,26.68,30.37,582978800.0,2.5,0.5,5.0,2.0,0.5,0.5,5.0,4.5,5.0,0.5,3.5,4.0,5.0,5.0,2.0,3.0,3.5,0.5,0.5,1.0
2024-12-30,CHD,"Church & Dwight Co., Inc.",9,10,9,6,10,Consumer Defensive,Household & Personal Products,105.39,105.67,104.01,104.62,105.94,-1.32,-1.25,732694,1395590.0,113.5,93.32,-1.16,-4.04,1.93,2.99,10.63,7.59,25590052000.0,3.0,4.5,5.0,4.5,3.5,3.5,5.0,2.0,4.5,1.0,2.0,1.5,5.0,5.0,3.0,2.0,3.5,4.0,3.0,4.0
2024-12-30,EMBC,Embecta Corp.,9,6,6,9,4,Healthcare,Drug Manufacturers - Specialty & Generic,20.47,20.75,20.2,20.5,20.7,-0.2,-0.97,331936,448808.0,21.48,9.93,2.65,40.22,55.42,93.58,7.5,3.74,1205400000.0,5.0,0.5,5.0,3.5,5.0,5.0,2.5,1.5,3.5,1.5,0.5,3.5,5.0,2.5,5.0,4.5,2.5,5.0,5.0,3.5
2024-12-30,VIAV,Viavi Solutions Inc.,9,6,9,8,5,Technology,Communication Equipment,10.08,10.18,9.92,10.08,10.18,-0.1,-0.98,1252826,1668984.0,11.49,6.6,-1.56,2.13,23.68,21.15,0.7,-8.45,2237760000.0,2.5,2.5,5.0,5.0,4.5,4.5,2.5,4.5,1.5,4.0,4.5,2.0,5.0,4.5,4.0,4.5,2.5,3.5,4.0,0.5
2024-12-30,MCS,The Marcus Corporation,9,1,2,10,7,Communication Services,Entertainment,21.16,21.46,20.78,21.21,21.41,-0.2,-0.93,142743,192301.0,23.16,9.56,-1.07,-2.53,53.92,62.65,46.38,42.06,679377870.0,1.5,2.0,1.0,4.0,2.5,2.5,1.0,0.5,1.0,5.0,3.0,2.5,2.0,2.0,5.0,5.0,4.5,5.0,5.0,3.5
2024-12-30,AEHR,Aehr Test Systems,9,8,9,7,1,Technology,Semiconductors,16.2,17.31,15.77,16.98,16.51,0.47,2.85,1386975,1407504.0,27.91,9.83,27.48,57.51,26.15,47.01,-31.94,-64.57,494236860.0,2.5,4.0,4.5,5.0,3.5,3.5,4.5,5.0,4.5,0.5,1.5,5.0,4.5,4.5,4.0,3.5,1.5,4.5,4.5,2.0
2024-12-30,ML,MoneyLion Inc.,9,4,9,9,1,Technology,Software - Application,86.09,87.25,85.83,86.3,86.58,-0.28,-0.32,93119,356610.0,106.82,36.65,-0.66,9.28,108.91,19.12,38.84,589.85,937464213.0,1.0,0.5,5.0,5.0,0.5,0.5,0.5,2.5,4.5,1.5,2.5,1.5,5.0,4.0,5.0,2.5,3.0,5.0,2.0,3.0
2024-12-30,ORLY,"O'Reilly Automotive, Inc.",9,6,7,8,10,Consumer Cyclical,Specialty Retail,1195.28,1195.28,1174.5,1179.92,1197.35,-17.43,-1.46,370558,332449.0,1283.96,914.5,-2.84,-2.76,4.63,10.35,24.86,23.91,68433000160.0,5.0,5.0,2.5,5.0,3.5,3.5,3.5,2.0,2.0,3.0,3.5,3.0,5.0,0.5,3.5,4.0,4.5,3.5,4.5,3.5
2024-12-30,HCP,"HashiCorp, Inc.",9,10,7,6,7,Technology,Software - Infrastructure,34.06,34.22,34.05,34.21,34.19,0.02,0.06,1323211,2439047.0,34.33,20.89,-0.03,1.39,1.0,46.01,49.72,23.15,6962624460.0,2.5,4.5,5.0,5.0,3.5,3.5,5.0,2.5,2.0,3.5,0.5,2.0,5.0,5.0,3.0,2.0,4.5,2.0,2.5,4.5
2024-12-30,TFIN,"Triumph Financial, Inc.",9,10,6,7,5,Financial Services,Banks - Regional,90.48,91.93,89.18,91.15,90.94,0.21,0.23,73560,120277.0,110.58,66.85,0.2,-7.26,10.07,20.6,15.03,34.62,2126587380.0,4.5,4.5,4.5,5.0,4.5,4.5,5.0,1.5,0.5,0.5,2.5,3.0,4.5,5.0,4.0,3.0,3.0,4.5,1.0,2.5
2024-12-30,PNR,Pentair plc,9,6,5,9,9,Industrials,Industrial - Machinery,100.22,100.98,98.98,100.38,101.14,-0.76,-0.75,862600,1110120.0,110.71,68.08,-0.59,-5.23,19.07,24.98,41.54,51.49,16622928000.0,3.5,4.0,2.5,3.5,2.0,2.0,4.0,5.0,5.0,0.5,5.0,0.5,2.5,3.0,3.5,5.0,4.5,3.5,5.0,4.5
2024-12-30,RNA,"Avidity Biosciences, Inc.",9,9,8,6,2,Healthcare,Biotechnology,29.8,29.99,28.32,29.18,30.11,-0.93,-3.09,1826829,1378572.0,56.0,8.86,-6.02,-30.82,-31.92,22.04,218.56,189.2,3600085359.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.5,3.0,1.5,3.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,1.5,5.0
2024-12-30,PRIM,Primoris Services Corporation,9,1,5,10,6,Industrials,Engineering & Construction,76.66,77.36,75.09,76.82,77.73,-0.91,-1.17,1463652,645183.0,84.97,30.95,-4.02,-1.6,43.99,71.63,134.06,148.85,4124619439.0,1.0,1.0,0.5,4.5,0.5,0.5,0.5,2.5,2.5,3.0,0.5,3.0,3.0,2.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,BDN,Brandywine Realty Trust,9,8,10,6,4,Real Estate,REIT - Office,5.5,5.53,5.39,5.49,5.51,-0.02,-0.36,1046309,1994252.0,6.54,3.85,2.81,5.58,7.65,28.27,-0.54,16.07,947951333.0,2.0,1.0,5.0,0.5,4.0,4.0,5.0,1.0,5.0,0.5,5.0,0.5,5.0,5.0,3.0,3.5,2.5,3.0,3.0,2.0
2024-12-30,ESQ,"Esquire Financial Holdings, Inc.",9,5,1,10,7,Financial Services,Banks - Regional,78.73,80.28,77.51,79.94,78.78,1.16,1.47,31824,55987.0,80.89,44.45,3.15,11.4,36.79,76.47,59.21,64.28,624746848.0,4.5,4.5,2.0,4.5,4.0,4.0,1.0,1.5,2.0,4.5,2.5,4.5,0.5,0.5,5.0,5.0,5.0,5.0,5.0,5.0
2024-12-30,IBTX,"Independent Bank Group, Inc.",9,9,7,7,6,Financial Services,Banks - Regional,60.18,61.32,59.52,60.39,60.55,-0.16,-0.26,248641,308721.0,68.66,36.47,1.77,-5.0,10.52,49.74,17.77,47.11,2486026214.0,3.5,4.5,4.5,3.5,4.0,4.0,5.0,4.5,0.5,1.5,1.5,3.0,4.5,4.5,3.5,4.5,3.0,2.5,4.0,3.0
2024-12-30,AZO,"AutoZone, Inc.",9,6,9,8,10,Consumer Cyclical,Specialty Retail,3235.78,3235.78,3180.49,3185.71,3241.62,-55.91,-1.72,100496,141813.0,3416.71,2510.0,-0.92,2.52,0.47,9.72,24.03,29.5,53879913230.0,5.0,4.5,2.5,5.0,3.0,3.0,3.5,5.0,3.5,1.5,3.0,3.0,5.0,1.0,3.0,3.5,4.5,2.5,4.0,3.5
2024-12-30,TWST,Twist Bioscience Corporation,9,10,9,5,2,Healthcare,Medical - Diagnostics & Research,47.15,47.86,45.76,47.23,48.17,-0.94,-1.95,457406,810660.0,60.9,27.41,8.28,28.03,11.23,61.53,36.35,101.75,2765505420.0,3.0,4.5,5.0,5.0,5.0,5.0,5.0,1.0,1.5,4.5,4.5,1.0,5.0,5.0,3.0,2.0,3.0,4.5,2.0,4.5
2024-12-30,OSW,OneSpaWorld Holdings Limited,9,7,4,9,9,Consumer Cyclical,Leisure,19.83,20.13,19.69,19.9,19.97,-0.07,-0.35,529803,527221.0,20.57,11.98,0.76,6.65,31.09,60.23,42.65,70.82,2087191599.0,3.5,4.0,3.0,4.5,2.5,3.0,4.0,2.5,2.0,3.5,3.0,1.0,2.5,2.0,5.0,4.5,4.5,4.0,4.5,5.0
2024-12-30,AROC,"Archrock, Inc.",9,6,5,9,6,Energy,Oil & Gas Equipment & Services,24.54,25.1,24.27,24.89,24.54,0.35,1.43,638396,1444794.0,27.05,14.39,3.58,7.19,29.1,25.08,63.97,134.37,4127931830.0,3.5,5.0,4.0,3.0,4.5,4.5,2.0,0.5,2.5,4.5,1.0,5.0,3.5,2.5,5.0,4.0,5.0,5.0,5.0,5.0
2024-12-30,XNCR,"Xencor, Inc.",9,8,8,7,3,Healthcare,Biotechnology,24.04,24.08,22.76,23.71,24.29,-0.58,-2.39,348879,819190.0,27.24,15.31,-1.25,2.77,42.23,17.9,5.33,-5.01,1517974589.0,1.5,3.0,5.0,5.0,5.0,5.0,5.0,4.5,1.0,3.0,1.0,4.5,5.0,5.0,4.0,3.0,3.0,4.5,4.0,3.0
2024-12-30,COST,Costco Wholesale Corporation,9,9,4,9,9,Consumer Defensive,Discount Stores,931.0,934.17,915.5,922.21,939.7,-17.49,-1.86,1805852,2134495.0,1008.25,640.51,-3.41,1.67,5.09,28.39,41.74,65.58,409473228730.0,4.5,4.5,4.5,4.0,3.5,3.0,4.5,5.0,2.5,1.5,1.5,5.0,1.0,0.5,4.0,3.5,5.0,3.0,4.0,4.5
2024-12-30,SR,Spire Inc.,9,7,10,7,10,Utilities,Regulated Gas,67.06,67.72,66.53,67.46,67.12,0.34,0.51,200905,356740.0,73.64,56.36,2.91,0.67,4.04,15.53,5.8,3.1,3892441999.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,3.5,1.0,5.0,1.5,5.0,4.5,3.0,3.5,3.0,3.5,2.5,2.0
2024-12-30,REPL,"Replimune Group, Inc.",9,8,8,7,2,Healthcare,Biotechnology,12.13,12.53,11.78,12.33,12.26,0.07,0.57,423672,743944.0,17.0,4.92,2.66,14.17,21.6,73.17,42.21,-39.91,968769764.0,2.0,0.5,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,5.0,5.0,3.5,3.0,3.5,4.0,4.0,3.5
2024-12-30,AEIS,"Advanced Energy Industries, Inc.",9,9,9,6,6,Industrials,Electrical Equipment & Parts,113.65,116.29,111.9,115.03,115.14,-0.11,-0.1,165879,200600.0,124.48,89.12,0.97,5.1,6.93,21.28,8.27,-1.19,4317305960.0,2.5,3.0,5.0,4.0,4.5,4.5,4.5,2.5,5.0,0.5,0.5,0.5,5.0,5.0,4.0,2.5,2.5,4.0,2.5,2.5
2024-12-30,BECN,"Beacon Roofing Supply, Inc.",9,6,9,7,5,Industrials,Construction,99.92,100.24,98.51,99.54,100.32,-0.78,-0.78,427823,524693.0,116.3,77.54,-1.81,0.8,13.98,3.41,15.09,17.94,6330766595.0,2.0,1.0,4.5,5.0,5.0,5.0,4.0,4.5,4.5,1.0,5.0,5.0,4.5,4.5,4.5,3.0,3.0,5.0,3.5,3.0
2024-12-30,TRUP,"Trupanion, Inc.",9,8,5,8,1,Financial Services,Insurance - Specialty,49.07,49.64,47.8,48.89,49.73,-0.84,-1.69,376020,512226.0,57.9,19.69,-1.37,-7.34,7.71,120.62,58.94,94.01,2064815517.0,4.5,2.5,4.5,5.0,4.5,4.5,4.0,2.0,0.5,4.5,1.0,1.0,4.5,4.5,4.0,4.5,4.0,3.5,4.5,3.0
2024-12-30,AXS,AXIS Capital Holdings Limited,9,2,6,10,9,Financial Services,Insurance - Property & Casualty,88.73,89.01,87.6,88.77,89.29,-0.52,-0.58,397416,589488.0,94.89,53.88,1.32,2.35,16.48,45.1,60.58,62.73,7450998720.0,1.0,2.5,1.5,2.5,1.5,1.5,1.5,4.0,4.5,3.0,4.0,1.0,3.0,3.5,4.5,5.0,5.0,4.5,5.0,5.0
2024-12-30,CUZ,Cousins Properties Incorporated,9,7,6,8,8,Real Estate,REIT - Office,30.16,30.19,29.69,30.09,30.33,-0.24,-0.79,728645,1572349.0,32.55,21.58,0.87,-1.83,10.26,36.34,21.77,26.69,4577892600.0,2.5,4.5,4.0,3.0,1.0,1.0,2.0,4.0,1.0,4.0,0.5,3.0,4.0,2.5,3.0,5.0,4.0,4.0,5.0,3.5
2024-12-30,MDXG,"MiMedx Group, Inc.",9,4,6,9,5,Healthcare,Biotechnology,9.39,9.57,9.31,9.48,9.42,0.06,0.64,544744,761347.0,10.14,5.47,4.41,2.16,44.07,49.29,20.46,26.06,1393171187.0,3.5,1.5,3.0,5.0,1.0,1.0,2.0,4.0,4.5,0.5,2.5,4.0,3.5,1.5,5.0,4.0,2.5,5.0,4.5,3.0
2024-12-30,EE,"Excelerate Energy, Inc.",9,1,5,10,6,Utilities,Renewable Utilities,30.08,30.58,29.81,30.13,30.18,-0.05,-0.17,161653,236491.0,32.25,13.38,3.82,9.4,55.95,96.93,99.8,46.55,753530992.0,1.0,1.0,2.0,3.5,1.0,1.0,0.5,3.0,2.0,3.5,5.0,1.5,3.0,2.0,5.0,5.0,5.0,4.5,5.0,4.5
2024-12-30,NCMI,"National CineMedia, Inc.",9,8,7,8,4,Communication Services,Advertising Agencies,6.54,6.56,6.35,6.47,6.61,-0.14,-2.12,830372,730187.0,7.6,3.66,-4.01,-2.41,-5.69,39.74,63.38,90.29,616083117.0,2.0,4.0,5.0,5.0,5.0,5.0,3.5,0.5,2.0,3.5,4.5,3.0,5.0,5.0,2.0,4.5,4.0,2.5,5.0,4.5
2024-12-30,ARES,Ares Management Corporation,9,7,3,10,8,Financial Services,Asset Management,176.92,179.69,175.94,179.02,179.5,-0.48,-0.27,519708,1069575.0,185.06,112.83,4.64,7.06,24.75,38.45,55.05,75.2,35933622653.0,4.5,4.5,4.0,0.5,0.5,0.5,3.0,0.5,2.5,5.0,0.5,1.5,2.0,2.5,4.5,4.5,5.0,4.5,3.0,4.5
2024-12-30,IESC,"IES Holdings, Inc.",9,10,2,9,2,Industrials,Engineering & Construction,205.98,207.5,200.25,203.38,210.52,-7.14,-3.39,146401,220586.0,320.08,76.26,-4.53,-21.18,16.5,69.84,162.63,263.76,4113177864.0,5.0,0.5,5.0,5.0,5.0,5.0,5.0,3.5,5.0,1.0,3.0,4.5,0.5,0.5,3.0,4.0,5.0,2.0,3.0,4.5
2024-12-30,V,Visa Inc.,9,8,1,10,10,Financial Services,Financial - Credit Services,314.68,317.11,313.23,315.31,318.66,-3.35,-1.05,3447754,6384612.0,321.62,252.7,0.14,1.83,17.68,16.23,21.8,31.59,623190508125.0,4.5,5.0,3.5,4.5,4.0,4.5,4.0,1.0,2.5,3.5,1.5,4.0,1.0,0.5,5.0,4.5,4.5,5.0,4.0,3.5
2024-12-30,BROS,Dutch Bros Inc.,9,6,4,10,3,Consumer Cyclical,Restaurants,52.25,53.11,51.7,52.55,53.36,-0.81,-1.52,1861762,2030805.0,56.1,25.46,0.44,12.74,67.73,64.99,69.19,83.29,12717621565.0,3.0,3.5,4.0,5.0,3.0,3.0,2.5,1.0,2.5,4.0,1.0,4.0,3.5,4.0,5.0,3.5,4.5,5.0,4.0,4.5
2024-12-30,SPHR,Sphere Entertainment Co.,9,10,9,5,5,Communication Services,Entertainment,37.65,40.23,37.2,40.15,38.08,2.07,5.44,529794,762505.0,51.83,29.7,9.13,0.37,-17.17,-0.12,19.81,4.53,1431869450.0,1.0,3.5,5.0,5.0,3.5,3.5,5.0,4.5,4.0,1.0,1.5,0.5,5.0,5.0,2.0,3.0,3.0,1.0,2.5,2.5
2024-12-30,TNL,Travel + Leisure Co.,9,5,9,8,6,Consumer Cyclical,Travel Services,49.99,50.4,49.37,50.04,50.55,-0.51,-1.01,371149,589688.0,56.91,37.99,-1.82,-6.95,17.27,13.03,22.68,17.77,3492792000.0,5.0,1.5,2.5,4.0,0.5,0.5,3.5,4.5,4.5,0.5,3.5,3.0,5.0,4.5,4.0,3.5,4.0,2.0,2.0,3.5
2024-12-30,MLYS,"Mineralys Therapeutics, Inc.",9,8,10,6,2,Healthcare,Biotechnology,12.76,12.91,12.03,12.52,12.82,-0.3,-2.34,142536,192353.0,16.91,7.95,5.83,9.06,11.09,1.46,44.24,-15.63,623686128.0,2.0,0.5,5.0,5.0,5.0,5.0,5.0,4.0,4.5,1.0,4.5,0.5,5.0,5.0,3.0,2.0,4.0,3.5,3.0,4.0
2024-12-30,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",9,6,8,8,5,Consumer Defensive,Discount Stores,115.32,115.77,110.39,110.51,117.6,-7.09,-6.03,1506640,1371398.0,120.03,68.05,-6.05,20.21,13.53,52.62,47.09,54.39,6777578300.0,2.0,5.0,4.0,5.0,5.0,5.0,2.5,4.5,3.0,2.5,5.0,3.0,4.5,3.5,4.0,3.0,4.5,4.5,3.0,3.0
2024-12-30,SKY,Skyline Champion Corporation,9,10,7,7,5,Consumer Cyclical,Residential Construction,88.52,89.22,86.27,88.79,88.41,0.38,0.43,426139,1408100.0,116.49,64.82,-6.88,-8.54,0.51,13.64,18.86,30.84,5118565920.0,4.5,5.0,4.5,5.0,4.5,4.5,4.5,4.0,1.5,4.0,4.0,1.5,4.0,2.5,2.0,4.5,3.5,5.0,5.0,4.5
2024-12-30,GATX,GATX Corporation,9,5,6,9,9,Industrials,Rental & Leasing Services,154.98,156.61,153.65,155.21,155.43,-0.22,-0.14,137561,191513.0,167.74,114.78,-1.01,2.43,11.69,19.81,28.85,17.85,5556518000.0,1.5,4.5,3.0,2.5,1.5,1.5,3.5,3.0,1.5,4.0,1.0,2.5,4.0,4.0,5.0,4.0,4.5,4.5,4.0,4.0
2024-12-30,PSTG,"Pure Storage, Inc.",9,9,6,8,3,Technology,Computer Hardware,62.25,63.27,61.65,62.48,63.65,-1.17,-1.84,1527869,3870826.0,70.41,34.32,0.22,29.65,2.51,19.46,79.44,65.99,20473134000.0,3.5,4.0,4.5,5.0,4.0,4.0,4.5,1.5,0.5,5.0,4.0,3.5,4.0,4.5,4.5,2.0,4.5,4.5,3.0,4.0
2024-12-30,IRTC,"iRhythm Technologies, Inc.",9,10,10,4,3,Healthcare,Medical - Devices,88.46,88.7,86.19,86.92,88.8,-1.88,-2.12,207935,295202.0,124.12,55.92,-0.84,8.04,24.46,-20.61,-14.23,-13.0,2717293040.0,4.5,3.5,5.0,5.0,3.5,3.5,5.0,3.5,5.0,0.5,0.5,1.5,5.0,5.0,4.0,1.0,1.5,4.0,1.5,2.5
2024-12-30,OKE,"ONEOK, Inc.",9,6,3,10,9,Energy,Oil & Gas Midstream,100.72,101.47,99.53,100.78,100.83,-0.05,-0.05,2401730,2899646.0,118.07,67.05,3.19,-8.22,15.18,29.45,41.9,52.86,58936144000.0,3.5,2.0,2.5,3.0,4.0,4.0,4.5,2.0,2.0,2.5,2.5,5.0,2.0,3.0,4.5,4.5,5.0,3.5,3.5,3.5
